3t1036               0.017978
3t1037               0.003155
3t1181               0.163880
3t1303               0.307702
3t1312               0.011504
3t1350               0.026017
3t1408               0.428882
3t1721               0.707107
3t1722               0.707107
3t1938               0.206176
3t1967               0.428882
3t1995               0.254355
3t2081               0.369216
3t2082               0.307702
3t2090               0.601082
3t2092               0.700211
3t2119               0.707107
3t2169               0.051374
3t2170               0.051374
3t2196               0.700211
3t229                0.036919
3t2336               0.206176
3t2964               0.026017
3t301                0.125384
3t302                0.125384
3t423                0.036919
3t433                0.001971
3t435                0.125384
3t450                0.677989
3t452                0.677989
3t489                0.644666
3t490                0.601082
3t511                0.071621
3t516                0.125384
3t634                0.007855
3t668                0.005111
3t708                0.206176
3t781                0.677989
3t799                0.095696
3t800                0.005111
3t802                0.005111
3t883                0.428882
3t946                0.036919
3t962                0.003155
3t966                0.488521
3t967                0.488521
nnu100               0.017978
nnu1006              0.369216
nnu1007              0.125384
nnu1030              0.036031
nnu1033              0.250731
nnu1047              0.250731
nnu1056              0.125384
nnu1070              0.644666
nnu1092              0.095696
nnu1113              0.011839
nnu1114              0.163880
nnu1124              0.163880
nnu1131              0.250731
nnu1132              0.017978
nnu129               0.488521
nnu130               0.488521
nnu131               0.206176
nnu139               0.428882
nnu1448              0.428882
nnu1449              0.428882
nnu148               0.428882
nnu1481              0.428882
nnu153               0.369216
nnu154               0.369216
nnu1560              0.011839
nnu1561              0.011839
nnu1583              0.125384
nnu1622              0.163880
nnu1629              0.641867
nnu164               0.707107
nnu1640              0.700211
nnu1642              0.163880
nnu1652              0.007855
nnu1671              0.007855
nnu1678              0.549568
nnu1685              0.163880
nnu1686              0.163880
nnu1721              0.125384
nnu1727              0.125384
nnu1728              0.125384
nnu1752              0.001905
nnu1768              0.707107
nnu1773              0.051374
nnu1779              0.509348
nnu1788              0.641867
nnu1877              0.553456
nnu1896              0.428882
nnu19                0.549568
nnu1900              0.700211
nnu1910              0.007855
nnu1911              0.007855
nnu1931              0.209428
nnu194               0.428882
nnu195               0.428882
nnu196               0.549568
nnu197               0.549568
nnu2019              0.707107
nnu203               0.036919
nnu2036              0.036031
nnu204               0.036919
nnu2062              0.677989
nnu2125              0.051374
nnu213               0.307702
nnu214               0.307702
nnu2194              0.209428
nnu2204              0.017978
nnu2206              0.549568
nnu221               0.071621
nnu223               0.254355
nnu2270              0.011839
nnu2308              0.026017
nnu2432              0.001905
nnu245               0.488521
nnu246               0.677989
nnu247               0.001971
nnu258               0.125384
nnu2632              0.026017
nnu275               0.051374
nnu2765              0.125384
nnu2810              0.051374
nnu29                0.707107
nnu293               0.677989
nnu294               0.677989
nnu296               0.095696
nnu30                0.707107
nnu32                0.677989
nnu333               0.163880
nnu341               0.071621
nnu347               0.677989
nnu353               0.307702
nnu38                0.428882
nnu384               0.001124
nnu414               0.095696
nnu415               0.095696
nnu420               0.488521
nnu43                0.095696
nnu431               0.017978
nnu432               0.017978
nnu445               0.428882
nnu481               0.549568
nnu485               0.095696
nnu489               0.036919
nnu497               0.011839
nnu498               0.005111
nnu501               0.001971
nnu525               0.650104
nnu546               0.001971
nnu558               0.707107
nnu570               0.051374
nnu590               0.095696
nnu603               0.007855
nnu609               0.428882
nnu610               0.428882
nnu615               0.428882
nnu652               0.036031
nnu684               0.051374
nnu688               0.001971
nnu689               0.001971
nnu695               0.007855
nnu704               0.601082
nnu705               0.601082
nnu71                0.369216
nnu716               0.036031
nnu717               0.036031
nnu72                0.369216
nnu728               0.601082
nnu729               0.601082
nnu739               0.209428
nnu754               0.707107
nnu755               0.707107
nnu762               0.007855
nnu763               0.007855
nnu766               0.005111
nnu77                0.428882
nnu78                0.206176
nnu788               0.017978
nnu797               0.254355
nnu806               0.206176
nnu817               0.125384
nnu826               0.051374
nnu838               0.026017
nnu839               0.026017
nnu864               0.125384
nnu882               0.001905
nnu889               0.007855
nnu896               0.026017
nnu908               0.095696
nnu914               0.001971
nnu915               0.001208
nnu922               0.007855
nnu923               0.007855
nnu930               0.707107
nnu931               0.254355
nnu932               0.254355
nnu94                0.004226
nnu960               0.024708
nnu968               0.428882
nnu995               0.428882
nnu996               0.428882
