3t1163               0.206176
3t1237               0.003155
3t1238               0.125384
3t1273               0.644666
3t1275               0.001208
3t1516               0.206176
3t1531               0.549568
3t1765               0.003155
3t1790               0.017978
3t1886               0.071621
3t1964               0.003155
3t2108               0.707107
3t2115               0.677989
3t2135               0.428882
3t2166               0.307702
3t2238               0.369216
3t2253               0.644666
3t2256               0.036919
3t2257               0.644666
3t622                0.001208
3t633                0.071621
3t636                0.005111
3t637                0.005111
3t707                0.488521
3t714                0.307702
3t813                0.003155
3t861                0.428882
3t905                0.369216
3t907                0.036919
nnu1024              0.707107
nnu1036              0.001208
nnu1195              0.549568
nnu1196              0.549568
nnu120               0.549568
nnu121               0.549568
nnu125               0.707107
nnu126               0.003155
nnu132               0.644666
nnu136               0.125384
nnu137               0.125384
nnu1434              0.036919
nnu1435              0.036919
nnu1438              0.071621
nnu145               0.007855
nnu146               0.007855
nnu1517              0.707107
nnu1542              0.549568
nnu1543              0.549568
nnu1556              0.604488
nnu1581              0.001971
nnu1592              0.707107
nnu1596              0.549568
nnu1605              0.707107
nnu1606              0.707107
nnu1615              0.307702
nnu1621              0.125384
nnu1658              0.005111
nnu1696              0.700211
nnu175               0.051374
nnu1809              0.125384
nnu1813              0.095696
nnu1822              0.206176
nnu1894              0.206176
nnu190               0.125384
nnu1908              0.250731
nnu191               0.051374
nnu1945              0.095696
nnu1953              0.488521
nnu2007              0.644666
nnu205               0.003155
nnu2087              0.549568
nnu2088              0.549568
nnu2150              0.209428
nnu2176              0.700211
nnu2184              0.644666
nnu2261              0.700211
nnu24                0.700211
nnu2507              0.026017
nnu251               0.051374
nnu253               0.038750
nnu263               0.206176
nnu277               0.254355
nnu288               0.003155
nnu289               0.163880
nnu299               0.024708
nnu317               0.549568
nnu330               0.163880
nnu34                0.254355
nnu349               0.307702
nnu354               0.005111
nnu363               0.307702
nnu374               0.677989
nnu375               0.677989
nnu377               0.005111
nnu378               0.005111
nnu387               0.071621
nnu388               0.071621
nnu39                0.707107
nnu404               0.369216
nnu42                0.163880
nnu436               0.001971
nnu437               0.071621
nnu440               0.007855
nnu452               0.005111
nnu462               0.369216
nnu469               0.601082
nnu474               0.001208
nnu484               0.011839
nnu507               0.002111
nnu554               0.206176
nnu56                0.163880
nnu564               0.700211
nnu565               0.700211
nnu566               0.700211
nnu578               0.650104
nnu579               0.650104
nnu584               0.095696
nnu591               0.007855
nnu592               0.007855
nnu619               0.071621
nnu621               0.707107
nnu622               0.707107
nnu623               0.206176
nnu631               0.601082
nnu639               0.677989
nnu640               0.677989
nnu642               0.677989
nnu643               0.677989
nnu644               0.026017
nnu65                0.307702
nnu661               0.604488
nnu677               0.601082
nnu718               0.036919
nnu775               0.011839
nnu790               0.428882
nnu791               0.428882
nnu792               0.026017
nnu796               0.007855
nnu803               0.369216
nnu804               0.254355
nnu82                0.051374
nnu820               0.707107
nnu821               0.707107
nnu835               0.017978
nnu841               0.307702
nnu91                0.549568
nnu916               0.011839
nnu946               0.001971
nnu961               0.163880
nnu972               0.369216
nnu987               0.011839
