nnu1031 35.14
nnu1033 41.56
nnu1036 29.43
nnu1047 41.56
nnu1056 41.14
nnu1070 43.43
nnu1092 41
nnu1113 40.14
nnu1114 41.29
nnu1124 44.71
nnu1131 41.56
nnu1132 40.29
nnu1195 32.29
nnu1196 32.29
nnu1434 35.43
nnu1435 35.43
nnu1438 30.86
nnu1448 42
nnu1449 42
nnu1481 44
nnu1486 45.86
nnu1517 33
nnu1542 32.29
nnu1543 32.29
nnu1556 33.56
nnu1560 40.14
nnu1561 40.14
nnu1581 36.43
nnu1583 41.14
nnu1592 33
nnu1596 32.29
nnu1605 33
nnu1606 33
nnu1615 34.29
nnu1621 34.86
nnu1622 41.29
nnu1629 42.56
nnu1636 49
nnu1640 42.86
nnu1642 41.29
nnu1652 40
nnu1658 29.86
nnu1671 40
nnu1678 43.71
nnu1685 41.29
nnu1686 41.29
nnu1687 27.71
nnu1696 32.86
nnu1721 41.14
nnu1727 41.14
nnu1728 41.14
nnu1734 36.86
nnu1752 39.56
nnu1768 43
nnu1773 40.71
nnu1779 43.81
nnu1788 42.56
nnu1809 34.86
nnu1813 31
nnu1822 31.43
nnu1826 45.14
nnu1877 43.7
nnu1894 31.43
nnu1896 44
nnu1899 49
nnu1900 42.86
nnu1908 31.56
nnu1910 40
nnu1911 40
nnu1931 44.56
nnu1945 31
nnu1953 33.86
nnu1964 26
nnu2000 28.86
nnu2007 33.43
nnu2019 43
nnu2036 40.56
nnu2062 43.29
nnu2087 33.71
nnu2088 33.71
nnu2125 40.71
nnu2150 34.56
nnu2165 28.43
nnu2171 28.86
nnu2176 32.86
nnu2184 33.43
nnu2194 44.56
nnu2204 40.29
nnu2206 43.71
nnu2255 29.29
nnu2261 32.86
nnu2270 40.14
nnu2308 40.43
nnu2353 38.14
nnu2357 48.56
nnu2409 38.56
nnu2417 28.86
nnu2432 39.56
nnu2507 30.43
nnu2625 29.29
nnu2632 40.43
nnu2701 38.43
nnu2740 32.56
nnu2765 41.14
nnu2810 40.71
