3t1036 29.29
3t1037 26.71
3t1132 27.86
3t1133 27.86
3t1140 26
3t1163 31
3t1181 27.86
3t1237 28
3t1238 32.71
3t1273 31.57
3t1275 29.57
3t1303 40.57
3t1312 28
3t1350 31
3t1405 25.86
3t1408 26
3t1516 31.00
3t1531 30.00
3t1721 31.57
3t1722 31.57
3t1744 27.14
3t1765 32.86
3t1790 28.29
3t1792 25.43
3t1886 29
3t1937 25.43
3t1938 40
3t1964 28.71
3t1967 27.43
3t1995 26
3t2081 29
3t2082 28.29
3t2090 26.29
3t2091 25.43
3t2092 28.71
3t2108 30
3t2115 30.00
3t2119 26.14
3t2120 27.57
3t2135 28.71
3t2166 27.57
3t2169 30.57
3t2170 30.57
3t2196 27.86
3t2238 30.86
3t2253 30.57
3t2256 24.14
3t2257 29.71
3t229 30.00
3t2336 26.14
3t250 28.57
3t2597 24.86
3t2964 28.86
3t301 29.00
3t302 29.00
3t423 30.71
3t433 30.29
3t435 33.00
3t450 30.00
3t452 25.86
3t489 32.00
3t490 32.00
3t511 28.00
3t516 33.00
3t622 28.86
3t633 28.86
3t634 31.71
3t636 27.86
3t637 27.86
3t668 25.71
3t707 27.86
3t708 39.57
3t714 27.86
3t781 34.57
3t799 39.71
3t800 27.86
3t802 27.86
3t803 34.71
3t813 32
3t814 32.43
3t815 32.43
3t861 24.43
3t878 29
3t883 39
3t905 30.71
3t907 27.71
3t924 30.57
3t927 30.57
3t944 30.71
3t946 30.57
3t962 29
3t966 32.57
3t967 32.57
nnu09 30
nnu1006 27.14
nnu1007 30.57
nnu100 30
nnu1024 24.57
nnu1030 30.86
nnu1031 31.56
nnu1033 32.86
nnu1036 27.14
nnu1047 39.29
nnu1056 29.14
nnu105 25.43
nnu1070 25.71
nnu1092 24.56
nnu1113 39.86
nnu1114 41
nnu1124 27.14
nnu1131 39
nnu1132 36.29
nnu113 26.14
nnu114 26.71
nnu116 26.71
nnu117 24.71
nnu1195 26.14
nnu1196 26.14
nnu120 30.14
nnu121 30.14
nnu124 28.43
nnu125 30.43
nnu126 26.14
nnu129 25.71
nnu130 25.71
nnu131 39
nnu132 30.43
nnu136 26.71
nnu137 26.71
nnu139 24.29
nnu1434 32
nnu1435 32
nnu1438 28
nnu143 25.71
nnu1448 26.14
nnu1449 26.14
nnu145 30.43
nnu146 30.43
nnu1481 39.14
nnu1486 39.71
nnu148 24.57
nnu1498 35.56
nnu1499 35.56
nnu1517 31.14
nnu153 25.29
nnu1542 28.43
nnu1543 28.43
nnu154 25.29
nnu1551 28.71
nnu1556 29.71
nnu1560 35.56
nnu1561 35.56
nnu1581 32.56
nnu1583 31.14
nnu1592 30
nnu1596 28.43
nnu1597 31.29
nnu1605 30
nnu1606 30
nnu1615 30
nnu1621 30
nnu1622 32.56
nnu1629 27
nnu1636 39.29
nnu1640 29.71
nnu1642 34
nnu164 29.29
nnu1651 29,43
nnu1652 28.43
nnu1658 26.86
nnu1666 34.14
nnu1671 38
nnu1678 41.71
nnu1685 30
nnu1686 31.29
nnu1687 26.56
nnu1696 30.86
nnu1711 39
nnu1721 34.14
nnu1727 35
nnu1728 35
nnu1734 30.86
nnu1752 29.43
nnu175 34.29
nnu1768 42
nnu1773 30.86
nnu1779 29
nnu1788 26.86
nnu179 25.71
nnu1809 33.71
nnu1813 29.29
nnu1822 29.29
nnu1826 30.43
nnu1877 38
nnu1894 30.29
nnu1896 33.71
nnu1899 39
nnu18 24.14
nnu1900 40
nnu1908 28.86
nnu190 28.29
nnu1910 29.29
nnu1911 29.29
nnu191 29.71
nnu1931 33.71
nnu193 28.43
nnu1945 30.43
nnu194 30.43
nnu1953 26
nnu195 30.43
nnu1964 24.71
nnu196 30.14
nnu197 30.14
nnu19 25.14
nnu2000 27.43
nnu2007 30.43
nnu2019 38
nnu2036 26
nnu203 26.71
nnu204 26.71
nnu205 29.57
nnu2062 32.86
nnu2087 31.56
nnu2088 31.56
nnu209 38.14
nnu211 26
nnu2125 34.29
nnu212 26.14
nnu213 26.14
nnu214 26.14
nnu2150 33.29
nnu215 29.14
nnu2165 25.14
nnu2171 25.14
nnu2176 31.29
nnu2184 31.29
nnu2194 41.14
nnu2204 33.29
nnu2206 38.86
nnu221 40.86
nnu222 39
nnu223 34.19
nnu2255 24.71
nnu2261 32.43
nnu2270 31.29
nnu2308 39.71
nnu2353 37
nnu2357 41.43
nnu2409 37.71
nnu2417 27.14
nnu242 30.57
nnu2432 39.29
nnu245 29.71
nnu246 28.29
nnu247 31.43
nnu249 32.43
nnu24 29.57
nnu2507 27.86
nnu251 27.86
nnu253 27.86
nnu255 34.86
nnu258 41
nnu259 34.86
nnu2625 24.43
nnu2632 40.43
nnu263 25.86
nnu2701 37.86
nnu2740 26.43
nnu275 26
nnu2765 24.43
nnu277 27.29
nnu2810 26.43
nnu284 30.71
nnu285 30.71
nnu288 28.71
nnu289 30.57
nnu293 26.14
nnu294 26.14
nnu296 32.43
nnu299 26.71
nnu29 28.43
nnu302 25.86
nnu307 34.29
nnu30 28.43
nnu313 25
nnu315 38
nnu317 31.29
nnu324 39.43
nnu32 30
nnu330 26.29
nnu333 28.57
nnu336 27
nnu341 40.71
nnu347 27.29
nnu349 27
nnu34 29.57
nnu353 30.57
nnu354 28.86
nnu363 29.29
nnu369 25
nnu374 32
nnu375 32
nnu377 27
nnu378 27
nnu379 26.57
nnu384 26.29
nnu387 34.71
nnu388 34.71
nnu389 35
nnu38 28.71
nnu39 30
nnu401 26.43
nnu404 32.57
nnu405 25.71
nnu40 24.14
nnu413 25.43
nnu414 27
nnu415 27
nnu420 24.71
nnu421 32
nnu425 25.41
nnu42 27.29
nnu431 34.71
nnu432 34.71
nnu434 28.29
nnu436 28.29
nnu437 30
nnu43 30.43
nnu440 28.29
nnu445 32
nnu452 25.14
nnu453 26.14
nnu454 26.14
nnu456 33.29
nnu462 28.57
nnu464 26.57
nnu467 25
nnu469 31
nnu474 35.29
nnu480 26.57
nnu481 26.14
nnu484 35.14
nnu485 28.29
nnu489 35.29
nnu497 25.41
nnu498 32.71
nnu49 24.57
nnu500 38.71
nnu501 31
nnu507 34.57
nnu525 25.71
nnu546 25.71
nnu54 25.29
nnu554 33.86
nnu555 25.41
nnu558 34.57
nnu55 25.29
nnu561 26.29
nnu564 31.41
nnu565 31.41
nnu566 31.41
nnu56 30.71
nnu570 30.86
nnu578 26
nnu579 32
nnu584 34.71
nnu590 23.29
nnu591 27.71
nnu592 27.71
nnu593 27
nnu603 27.29
nnu609 29.71
nnu610 29.71
nnu615 26.57
nnu619 29
nnu621 32.86
nnu622 32.86
nnu623 29
nnu631 29
nnu639 33
nnu640 33
nnu641 25.71
nnu642 31.86
nnu643 31.86
nnu644 34.86
nnu652 26
nnu65 24.57
nnu660 29.41
nnu661 32
nnu66 41
nnu676 27.14
nnu677 33
nnu684 26.29
nnu688 32.86
nnu689 32.86
nnu695 34.86
nnu69 38.57
nnu704 27.71
nnu705 27.71
nnu709 27.57
nnu716 31.86
nnu717 31.86
nnu718 34.56
nnu71 32.14
nnu728 33
nnu729 33
nnu72 32.14
nnu739 29
nnu749 30 29.41
nnu754 26.71
nnu755 26.71
nnu761 27.29
nnu762 34.71
nnu763 34.57
nnu766 27.14
nnu775 34
nnu77 30.57
nnu788 27.71
nnu78 30.86
nnu790 27.29
nnu791 26.57
nnu792 32.86
nnu796 32.86
nnu797 41.29
nnu798 27.57
nnu803 26.57
nnu804 31
nnu806 27.57
nnu809 25.43
nnu817 40.43
nnu820 32.86
nnu821 32.86
nnu826 34.57
nnu827 36.14
nnu828 36.14
nnu82 29.14
nnu830 29.43
nnu835 34.57
nnu837 24.86
nnu838 32.86
nnu839 32.86
nnu841 33.71
nnu856 25.57
nnu864 34
nnu880 25.71
nnu881 27.14
nnu882 39.29
nnu889 30
nnu896 26.57
nnu904 26.57
nnu905 24.86
nnu908 32
nnu914 31
nnu915 25.57
nnu916 25.57
nnu91 30.43
nnu922 33.71
nnu923 33.71
nnu92 28.43
nnu930 34.57
nnu931 32.86
nnu932 32.86
nnu944 27.29
nnu945 27.29
nnu946 36
nnu94 30.71
nnu960 40.29
nnu961 30.57
nnu968 30.86
nnu972 30.86
nnu982 29.14
nnu987 27.14
nnu995 24.86
nnu996 25.57
nnu1034 32.86
nnu1155 31.29
nnu1742 33.56
nnu1743 33.56
nnu1921 26.46
nnu1925 26.43
nnu1926 26.43
nnu2079 26.43
nnu81 29.14
nnu929 26.57
