3t1036               0.063277
3t1037               0.035429
3t1132               0.004834
3t1133               0.004834
3t1181               0.141178
3t1303               0.349856
3t1312               0.054376
3t1350               0.071875
3t1408               0.214441
3t1721               0.312010
3t1722               0.312010
3t1938               0.154845
3t1967               0.353553
3t1995               0.169004
3t2081               0.199454
3t2082               0.349856
3t2090               0.345476
3t2092               0.300541
3t2119               0.312010
3t2169               0.091380
3t2170               0.091380
3t2196               0.322333
3t229                0.081241
3t2336               0.154845
3t250                0.022088
3t2964               0.071875
3t301                0.127178
3t302                0.127178
3t423                0.081241
3t433                0.030415
3t435                0.127178
3t450                0.331962
3t452                0.287155
3t489                0.273807
3t490                0.259803
3t511                0.103088
3t516                0.127178
3t634                0.047848
3t668                0.041495
3t708                0.154845
3t781                0.331962
3t799                0.114782
3t800                0.041495
3t802                0.041495
3t814                0.018460
3t815                0.018460
3t878                0.018460
3t883                0.214441
3t944                0.018460
3t946                0.081241
3t962                0.035429
3t966                0.352688
3t967                0.352688
nnu09                0.002516
nnu100               0.063277
nnu1006              0.352688
nnu1007              0.127178
nnu1030              0.080546
nnu1033              0.167978
nnu1047              0.167978
nnu1056              0.127178
nnu1070              0.339482
nnu1092              0.114782
nnu1113              0.054904
nnu1114              0.141178
nnu1124              0.331962
nnu1131              0.167978
nnu1132              0.063277
nnu117               0.018460
nnu129               0.229427
nnu130               0.229427
nnu131               0.154845
nnu139               0.353553
nnu1448              0.214441
nnu1449              0.214441
nnu148               0.214441
nnu1481              0.353553
nnu153               0.199454
nnu154               0.199454
nnu1560              0.054904
nnu1561              0.054904
nnu1583              0.127178
nnu1622              0.141178
nnu1629              0.272826
nnu164               0.312010
nnu1640              0.300541
nnu1642              0.141178
nnu1652              0.047848
nnu1671              0.047848
nnu1678              0.349856
nnu1685              0.141178
nnu1686              0.141178
nnu1721              0.127178
nnu1727              0.127178
nnu1728              0.127178
nnu1752              0.030079
nnu1768              0.312010
nnu1773              0.091380
nnu1779              0.351962
nnu1788              0.272826
nnu1877              0.349598
nnu1896              0.353553
nnu19                0.349856
nnu1900              0.300541
nnu1910              0.047848
nnu1911              0.047848
nnu1931              0.339962
nnu194               0.214441
nnu195               0.214441
nnu196               0.245310
nnu197               0.245310
nnu2019              0.312010
nnu203               0.081241
nnu2036              0.080546
nnu204               0.081241
nnu2062              0.331962
nnu209               0.006005
nnu2125              0.091380
nnu213               0.183556
nnu214               0.183556
nnu2194              0.339962
nnu2204              0.063277
nnu2206              0.349856
nnu221               0.103088
nnu222               0.018460
nnu223               0.169004
nnu2270              0.054904
nnu2308              0.071875
nnu2353              0.004834
nnu2409              0.008748
nnu2432              0.030079
nnu245               0.229427
nnu246               0.287155
nnu247               0.030415
nnu258               0.127178
nnu2632              0.071875
nnu2701              0.007315
nnu275               0.091380
nnu2765              0.127178
nnu2810              0.091380
nnu285               0.022088
nnu29                0.312010
nnu293               0.331962
nnu294               0.331962
nnu296               0.114782
nnu30                0.312010
nnu315               0.007114
nnu32                0.331962
nnu333               0.141178
nnu341               0.103088
nnu347               0.287155
nnu353               0.183556
nnu369               0.001271
nnu379               0.015534
nnu38                0.214441
nnu384               0.025394
nnu401               0.003928
nnu414               0.114782
nnu415               0.114782
nnu420               0.229427
nnu421               0.015534
nnu43                0.114782
nnu431               0.063277
nnu432               0.063277
nnu445               0.214441
nnu456               0.006005
nnu481               0.245310
nnu485               0.114782
nnu489               0.081241
nnu497               0.054904
nnu498               0.041495
nnu500               0.015534
nnu501               0.030415
nnu525               0.338499
nnu546               0.030415
nnu558               0.312010
nnu570               0.091380
nnu590               0.114782
nnu593               0.015534
nnu603               0.047848
nnu609               0.214441
nnu610               0.214441
nnu615               0.353553
nnu652               0.080546
nnu684               0.091380
nnu688               0.030415
nnu689               0.030415
nnu69                0.015534
nnu695               0.047848
nnu704               0.259803
nnu705               0.259803
nnu71                0.352688
nnu716               0.080546
nnu717               0.080546
nnu72                0.352688
nnu728               0.259803
nnu729               0.259803
nnu739               0.339962
nnu754               0.312010
nnu755               0.312010
nnu762               0.047848
nnu763               0.047848
nnu766               0.041495
nnu77                0.214441
nnu78                0.154845
nnu788               0.063277
nnu797               0.169004
nnu806               0.154845
nnu817               0.127178
nnu826               0.091380
nnu838               0.071875
nnu839               0.071875
nnu864               0.322333
nnu882               0.030079
nnu889               0.047848
nnu896               0.071875
nnu904               0.013008
nnu908               0.114782
nnu914               0.030415
nnu915               0.025982
nnu922               0.047848
nnu923               0.047848
nnu930               0.312010
nnu931               0.169004
nnu932               0.169004
nnu94                0.038979
nnu960               0.070599
nnu968               0.214441
nnu995               0.214441
nnu996               0.214441
